country,city,address_1,reason_for_recall,address_2,product_quantity,code_info,center_classification_date,distribution_pattern,state,product_description,report_date,classification,recalling_firm,recall_number,initial_firm_notification,event_id,termination_date,more_code_info,recall_initiation_date,postal_code,voluntary_mandated,status,openfda.pharm_class_cs,openfda.pharm_class_moa,openfda.pharm_class_pe,openfda.original_packager_product_ndc,application_number,brand_name,generic_name,manufacturer_name,product_ndc,route,substance_name,rxcui,spl_id,spl_set_id,package_ndc,is_original_packager,upc,nui,pharm_class_epc,unii
United States,Edmond,14844 Bristol Park Blvd,Lack of Assurance of Sterility,,,Lots: C238 BUD: 11/14/2018,20181107,Nationwide.,OK,"Estradiol 25mg pellet, 1 count (NDC 69761-025-01), 6 count (NDC 69761-025-06), 12 count (NDC 69761-025-12), and 30 count (NDC 69761-025-30) vials, Rx Only, Qualgen, LLC, Edmond, OK 73013",20181114,Class II,"Qualgen, LLC",D-0229-2019,Letter,81346,20200604,,20181017,73013-1891,Voluntary: Firm initiated,Terminated,['Estradiol Congeners [CS]'],['Estrogen Receptor Agonists [MoA]'],,,nan,'ESTRADIOL','ESTRADIOL','Qualgen LLC','69761-025','ORAL','ESTRADIOL',nan,'d0c7055e-aa47-4b03-b918-d1edae2bd0bc','f5823883-cbfd-422a-96a9-67ac6ea81c23',"'69761-025-12', '69761-025-30', '69761-025-01', '69761-025-06'",True,nan,"'M0447348', 'N0000175825', 'N0000000100'",'Estrogen EPC','4TI98Z838E'
United States,Tampa,8500 Hidden River Pkwy,Labeling: Incorrect or Missing Package Insert: Package insert is missing updates compared with reference drug insert.,,"119,393 Bottles","Lot #:199001, Expiry: 01/2016; Lot #: 222591, Expiry: 04/2016; Lot #: 224491, Expiry: 06/2016; Lot #: 229241, Expiry: 08/2016; Lot #: 232941, Expiry: 11/2016; Lot #: 239921, Expiry: 02/2017; Lot #: 241701, Expiry: 04/2017; Lot #: 246851, Expiry: 07/2017.",20160128,U.S. Nationwide including Puerto Rico.,FL,"Tropicamide Ophthalmic Solution USP, 0.5%, Packaged in 15 mL Bottles, Rx Only. Bausch and Lomb Incorporated, Tampa, FL, 33637. NDC: 24208-590-64.",20160203,Class III,"Bausch & Lomb, Inc.",D-0646-2016,Letter,73032,20200106,,20160118,33637-1014,Voluntary: Firm initiated,Terminated,,['Cholinergic Antagonists [MoA]'],,,'ANDA040064','TROPICAMIDE','TROPICAMIDE','Bausch & Lomb Incorporated',"'24208-585', '24208-590'",'OPHTHALMIC','TROPICAMIDE',"'313521', '314238'",'3f2f0e6a-c47b-4e2d-858e-3ea68d5a270e','892b78c8-36bc-47d3-850e-502899b48fb9',"'24208-590-64', '24208-585-59', '24208-585-64'",True,nan,"'N0000175574', 'N0000175370'",'Anticholinergic EPC','N0A3Z5XTC6'
United States,Plainsboro,666 Plainsboro Rd Bldg 200 Ste 230,CGMP Deviations: impurity for N-Nitroso-N-methyl-4-aminobutyric acid (NMBA) detected in the active pharmaceutical ingredient (API) used to manufacture finished products.,,"29106 bottles (2,619,540 tablets)",BLL801A Dec-19  BLL802A Dec-19  BLL803A Dec-19,20190709,Nationwide,NJ,"Losartan Potassium and Hydrochlorothiazide Tablets, USP 100 mg/12.5 mg 90 Tablets, USP  Manufactured for: Macleods Pharma USA inc. Plainsboro, NJ 08536   Manufactured by: Macleods Pharmaceuticals, Ltd. Baddi, Himachal Pradesh, INDIA     NDC 33342-051-10",20190717,Class II,Macleods Pharma Usa Inc,D-1460-2019,Letter,83151,,,20190620,08536-0009,Voluntary: Firm initiated,Ongoing,['Thiazides [CS]'],,['Increased Diuresis [PE]'],,'ANDA202289','LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE','LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE','Macleods Pharmaceuticals Limited',"'33342-050', '33342-051', '33342-052'",'ORAL',"'LOSARTAN POTASSIUM', 'HYDROCHLOROTHIAZIDE'","'979464', '979468', '979471'",'d5579695-0912-403b-9a85-33522bc98112','a04b5622-2c49-4d61-92b1-5dc523af7a24',"'33342-050-07', '33342-050-10', '33342-050-44', '33342-050-12', '33342-051-07', '33342-051-10', '33342-051-44', '33342-051-12', '33342-052-07', '33342-052-10', '33342-052-44', '33342-052-12'",True,"'0333342051448', '0333342051103', '0333342051073', '0333342052445', '0333342050441', '0333342052100', '0333342050106', '0333342050076', '0333342052070'","'N0000175359', 'N0000175419', 'M0471776'",'Thiazide Diuretic EPC',"'3ST302B24A', '0J48LPH2TH'"
United States,Rockford,4901 Hiawatha Dr,Presence of Particulate Matter,,"2,455 vials","Lot #: 7801221, 7801222, Exp 03/16",20150814,Nationwide and Puerto Rico,IL,"Gemcitabine for Injection, USP, 2 g*/vial, Lyophilized powder in a Single-Use Vial, Rx only, Manufactured for: Mylan Institutional LLC, Rockford, IL  61103, Made in India, NDC 67457-463-02, UPC 3 67457 46302 5.",20150826,Class I,Mylan Institutional LLC,D-1333-2015,Letter,71004,20160520,,20150323,61103-1287,Voluntary: Firm initiated,Terminated,,,,,'ANDA200145','GEMCITABINE HYDROCHLORIDE','GEMCITABINE HYDROCHLORIDE','Mylan Institutional LLC',"'67457-462', '67457-464', '67457-463'",'INTRAVENOUS','GEMCITABINE HYDROCHLORIDE',"'1719000', '1719003', '1719005'",'7904b337-7a91-46e2-9cb2-c73f1f2b36bd','fdf52dca-732c-4a1a-9475-e9e1e3af4ce8',"'67457-464-20', '67457-462-01', '67457-463-02'",True,"'0367457463025', '0367457462011', '367457463025'",nan,nan,'U347PV74IL'
United States,Edmond,14844 Bristol Park Blvd,Lack of Assurance of Sterility,,,Lots: D007 BUD: 01/09/2019; D060 BUD: 3/14/2019,20181107,Nationwide.,OK,"Estradiol 6 mg pellet, 1 count (NDC 69761-006-01), 6 count (NDC 69761-006-06), 12 count (NDC 69761-006-12), and 30 count (NDC 69761-006-30) vials, Rx Only Qualgen, LLC, Edmond, OK 73013",20181114,Class II,"Qualgen, LLC",D-0230-2019,Letter,81346,20200604,,20181017,73013-1891,Voluntary: Firm initiated,Terminated,['Estradiol Congeners [CS]'],['Estrogen Receptor Agonists [MoA]'],,,nan,'ESTRADIOL','ESTRADIOL','Qualgen LLC','69761-006','ORAL','ESTRADIOL',nan,'abe65034-0a2d-4a1f-8452-25f211563f2f','1536dc3b-ec2a-40a8-90b6-42e1d4f5326b',"'69761-006-12', '69761-006-30', '69761-006-01', '69761-006-06'",True,nan,"'M0447348', 'N0000175825', 'N0000000100'",'Estrogen EPC','4TI98Z838E'
United States,New York,235 E 42nd St,Non-Sterility: Confirmed customer complaints of glass product container vials that may be empty or cracked.,,53600 vials,"Lots # 691853F, EXP. 9/1/2018; 700753F, EXP. 10/1/2018.",20180314,Nationwide in the USA,NY,"Hydromorphone, Hydrochloride, Injection, USP CII, 10 mg/mL, Rx Only, 1 mL Single-dose Vial, High Potency Formulation. Mfd For: Teva Parenteral Medicines, Inc., Irvine, CA 92618. NDC: 0703-0110-01",20180321,Class I,Pfizer Inc.,D-0596-2018,Letter,79114,20190807,,20180207,10017-5703,Voluntary: Firm initiated,Terminated,,,,,'ANDA078591','HYDROMORPHONE HYDROCHLORIDE','HYDROMORPHONE HYDROCHLORIDE',"'Teva Parenteral Medicines, Inc.'","'0703-0018', '0703-0110', '0703-0113'","'INTRAMUSCULAR', 'INTRAVENOUS', 'SUBCUTANEOUS'",'HYDROMORPHONE HYDROCHLORIDE',"'1724338', '1724340', '1724341'",'8a6499c7-a970-4743-8500-875b8104f5ba','f0b78db9-a38c-41bb-8233-5e93f7f18c5c',"'0703-0110-01', '0703-0110-03', '0703-0113-01', '0703-0113-03', '0703-0018-01'",True,nan,nan,nan,'L960UP2KRW'
United States,Peapack,100 North Route 206,Failed Dissolution Specifications: Dissolution at 8 hour was out of specification at 12 month at 25 degree Celsius.,,"28,938  units","Lot #: 03215042A, Exp. 08/17.",20170322,Nationwide within US,NJ,"Quillivant XR (methylphenidate HCl) for extended-release oral suspension, 300 mg/60 mL (25mg/5mL), Rx Only, Distributed by: NextWave Pharmaceuticals, Inc. A subsidiary of Pfizer Inc, New York, NY 10017  Manufactured by: Tris Pharma, Inc., Monmouth Junction, NJ 08852 (NDC 24478-190-10).",20170329,Class III,Pfizer Inc,D-0607-2017,Letter,76663,20190531,,20170307,07977,Voluntary: Firm initiated,Terminated,,,,,'NDA202100','QUILLIVANT','METHYLPHENIDATE HYDROCHLORIDE',"'NextWave Pharmaceuticals, Inc'","'24478-190', '24478-200', '24478-210', '24478-205'",'ORAL','METHYLPHENIDATE HYDROCHLORIDE',"'1312583', '1312589'",'3c243fb6-41ad-44b8-a644-1d5a9d3df322','e0157005-6e3e-4763-b910-9eb0937608c9',"'24478-190-10', '24478-200-20', '24478-210-30', '24478-205-25'",True,'0324478190101',nan,nan,'4B3SC438HI'
United States,Columbus,2550 John Glenn Ave Ste A,CGMP Deviations: lot made with active pharmaceutical ingredient that did not meet all its intended specifications.,,270 cartons,"Lot #: 174096, Exp 05/31/19",20180313,Nationwide in the USA,OH,"Aripiprazole Tablets, USP, 10 mg, 100 Tablets (10 x 10) unit dose blisters [NDC60687-179-11; UPC (01) 003 60687 179 11 7] per carton (NDC 60687-179-01), Rx Only, Distributed by: American Health Packaging, Columbus, Ohio 43217.",20180221,Class II,AMERICAN HEALTH PACKAGING,D-0595-2018,Letter,79036,20190314,,20180119,43217-1188,Voluntary: Firm initiated,Terminated,,,,"['31722-819', '31722-820', '31722-827', '31722-828', '31722-829', '31722-830']",'ANDA205064','ARIPIPRAZOLE','ARIPIPRAZOLE','American Health Packaging',"'60687-157', '60687-168', '60687-179', '60687-191', '60687-202', '60687-213'",'ORAL','ARIPIPRAZOLE',"'349490', '349545', '349547', '349553', '402131', '602964'",'945909e4-ab4a-3eb9-e053-2995a90ae93f','80e079f0-faf5-4c0c-b1a8-9bc3cc2cde00',"'60687-157-11', '60687-157-21', '60687-168-11', '60687-168-01', '60687-179-11', '60687-179-01', '60687-191-11', '60687-191-21', '60687-202-11', '60687-202-21', '60687-213-11', '60687-213-21'",nan,'003606871791','N0000175430','Atypical Antipsychotic EPC','82VFR53I78'
United States,Princeton,107 College Rd E,Failed Tablet/Capsule Specifications:  Product recalled due to reports of breakage and leakage of Paricalcitol capsules.,,"11,123 bottles","Lot #s: C404440, Exp 04/2016; C404946, Exp 05/2016; C505704, Exp 07/2017",20160218,Nationwide,NJ,"Paricalcitol Capsules, 4 mcg, 30 capsules per bottle, Rx Only, Mfd by: Dr. Reddy's Laboratories Limited, Bachupally, India, NDC 55111-665-30",20160224,Class III,"Dr. Reddy's Laboratories, Inc.",D-0721-2016,Letter,72648,20170622,,20151104,08540-6623,Voluntary: Firm initiated,Terminated,['Cholecalciferol [CS]'],,,,'ANDA091412','PARICALCITOL','PARICALCITOL',"""Dr. Reddy's Laboratories Limited""","'55111-663', '55111-664', '55111-665'",'ORAL','PARICALCITOL',"'577315', '577317', '577324'",'9cdba353-c828-7ee6-0fed-9eb342df7ffc','aa1a80e9-8778-a03e-5d53-d4b6a6363169',"'55111-663-30', '55111-663-01', '55111-663-05', '55111-663-79', '55111-663-81', '55111-664-30', '55111-664-01', '55111-664-05', '55111-664-79', '55111-664-81', '55111-665-30', '55111-665-01', '55111-665-05', '55111-665-79', '55111-665-81'",True,nan,"'M0004229', 'N0000175908'",'Vitamin D3 Analog EPC','6702D36OG5'
United States,Rockford,4901 Hiawatha Dr,Presence of Particulate Matter,,"a) 15,095 vials  b) 300 vials","Lot #: a) 7801082, Exp. 07/15 and b) 7801421, Exp. 09/16",20150813,Nationwide and Puerto Rico,IL,"Methotrexate Injection, USP 50 mg/2 mL (25 mg/mL), 2 mL Single-dose Vial, packaged in 5 x 2 mL vials per carton, Rx only, labeled as a) Distributed by Pfizer Labs, Division of Pfizer Inc., New York, NY  10017, NDC 0069-0146-01; and b) Manufactured for: Mylan Institutional LLC, Rockford, IL  61103, NDC 67457-467-99.",20150819,Class I,Mylan Institutional LLC,D-1328-2015,Letter,70936,20160629,,20150318,61103-1287,Voluntary: Firm initiated,Terminated,,,,,'ANDA201529','METHOTREXATE','METHOTREXATE','Mylan Institutional LLC',"'67457-466', '67457-467', '67457-486', '67457-485', '67457-480'","'INTRA-ARTERIAL', 'INTRAMUSCULAR', 'INTRATHECAL', 'INTRAVENOUS'",'METHOTREXATE SODIUM',"'1655956', '1655959', '1655960', '1655967', '1655968'",'6c8884a0-d167-48a8-a890-7bf72054d72b','ade151b9-b433-47dc-90f5-f6463f70c2fd',"'67457-467-21', '67457-467-99', '67457-486-04', '67457-486-99', '67457-485-08', '67457-485-99', '67457-466-10', '67457-480-40', '0069-0146-01'",True,nan,nan,nan,'3IG1E710ZN'
United States,Eatontown,465 Industrial Way W,Presence of Particulate Matter: This product is being recalled due to the discovery of particles in the stability samples and retain samples.,,"a) 308,275 vials; b) 2,008,850 vials","Lot #s: a) 113153.1, 113154.1, 113155.1, Exp 05/13; 113248.1, Exp 07/13; b) 103196.1, 103197.1, 103197.2, 103198.1, Exp 07/12; 103317.1, 103318.1, 103319.1, 103345.1, 103345.2, Exp 11/12; 103346.1, 103347.1, 103348.1, 103349.1, 103350.1, Exp 12/12; 113030.1, 113031.1, 113032.1, 113033.1, 113034.1, 113035.1, 113036.1, Exp 01/13; 113245.1, 113246.1, 113247.1, Exp 07/13",20120802,All lots were distributed throughout the US.,NJ,"Fosphenytoin Sodium Injection, USP, 100 mg PE per 2 mL (50 mg PE per mL), 2 mL Single Dose Vial, packaged in 25-count x 2 mL Single Dose Vials per carton, Rx only, Mfd. By: Hikma Farmaceutica (Portugal), S.A.; Dist. By: West-Ward Pharmaceutical Corp., Eatontown, NJ  07724 USA under the labels a) NOVAPLUS (NDC 0143-9704-25), b) West-Ward (NDC 0143-9788-25).",20120808,Class II,West-ward Pharmaceutical Corp.,D-1437-2012,Letter,62627,20150116,,20120413,07724-2209,Voluntary: Firm initiated,Terminated,,,,,'ANDA078765','FOSPHENYTOIN SODIUM','FOSPHENYTOIN SODIUM','West-Ward Pharmaceuticals Corp',"'0143-9782', '0143-9788'","'INTRAMUSCULAR', 'INTRAVENOUS'",'FOSPHENYTOIN SODIUM',"'1670195', '1670200'",'6b56fe59-9fb1-410b-b57c-7ada1662136a','c92df63b-5140-4213-8d43-8327ff6230b7',"'0143-9788-01', '0143-9788-25', '0143-9782-01', '0143-9782-10', '0143-9704-25'",True,nan,nan,nan,'7VLR55452Z'
United States,Lake Forest,275 N Field Dr,"Lack of Assurance of Sterility: Hospira, Inc is voluntarily recalling the products due to possible leaking bags.",,"2,137,660 units","Lot #: a) 89-135-JT,  04-224-JT, 07-138-JT, Exp 4/13, 08-160-JT Exp. 8/13 ; b) 08-163-JT, 90-036-JT, 02-048-JT, Exp 2/13; c) 93-102-JT, 11-063-JT, Exp 9/12; d) 93-096-JT, Exp 11/12",20130621,"Nationwide Puerto Rico, U.S. Virgin Island, Libya, Saudi Arabia",IL,"0.9% Sodium Chloride Injection, USP, Polyolefin Flexible Container, a) 500 mL (NDC 0409-7983-30), b) 1000 mL (NDC 0409-7983-48), c) 250 mL (NDC 0409-7983-02), d) 150 mL (NDC 0409-7983-61), Rx Only, by Hospira, Inc., Lake Forest, IL 60045",20130703,Class II,Hospira Inc.,D-611-2013,Letter,61918,20150717,,20120504,60045-2579,Voluntary: Firm initiated,Terminated,,,,,'NDA016366','SODIUM CHLORIDE','SODIUM CHLORIDE',"'Hospira, Inc.'","'0409-7983', '0409-7730', '0409-7984', '0409-7985'",'INTRAVENOUS','SODIUM CHLORIDE',"'1807547', '1807550', '1807551', '1807552', '1807627', '1807630', '1807631', '1807632', '1807633', '1807634', '1807639'",'9788db74-ff4f-41d6-9c2e-f8d4850e5662','089fc1de-00ae-41b6-7c97-1217f0cecc03',"'0409-7730-20', '0409-7730-36', '0409-7730-37', '0409-7983-61', '0409-7983-02', '0409-7983-03', '0409-7983-09', '0409-7983-55', '0409-7983-53', '0409-7984-37', '0409-7984-20', '0409-7984-13', '0409-7984-23', '0409-7984-36', '0409-7985-02', '0409-7985-03', '0409-7985-09', '0409-7983-30', '0409-7983-48'",True,nan,nan,nan,'451W47IQ8X'
United States,East Brunswick,1 Tower Center Blvd Ste 1700,"CGMP Deviations: FDA lab confirmed presence of an impurity, N-Methylnitrosobutyric acid (NMBA) in the finished product above the interim acceptable daily intake level at the manufacturer",,3697 bottles,CLO17014A exp 12/2019  CLO17015A exp 01/2020  CLO17016A exp 01/2020  CLO17017A exp 01/2020  CLO18001A exp 01/2020  CLO18002B exp 01/2020,20190521,Nationwide,NJ,"Losartan Potassium Tablets USP 100 mg 1000 film coated tablets Rx only     Manufactured by: Vivimed Life Sciences Private Limited, Plot No. 101, 102, 107 & 108  SIDCO Pharmaceutical Complex, Alathur, Kanchipuram - 603 110, Tamilnadu, India.   Manufactured for: Heritage Pharmaceuticals Inc., East Brunswick, NJ 08816. 1-866-901-DRUG (3784)    NDC 23155-646-10",20190529,Class II,"Heritage Pharmaceuticals, Inc.",D-1290-2019,Press Release,82782,20201116,,20190503,08816-1145,Voluntary: Firm initiated,Terminated,,,,,'ANDA090382','LOSARTAN POTASSIUM','LOSARTAN POTASSIUM','Heritage Pharmaceuticals Inc. d/b/a Avet Pharmaceuticals Inc.',"'23155-644', '23155-645', '23155-646'",'ORAL','LOSARTAN POTASSIUM',"'979480', '979485', '979492'",'ab9a41fe-7b40-a543-e053-2995a90acab6','a3f034a4-c65b-4f53-9f2e-fef80c260b84',"'23155-644-03', '23155-644-09', '23155-644-10', '23155-645-03', '23155-645-09', '23155-645-10', '23155-646-03', '23155-646-09', '23155-646-10'",True,nan,nan,nan,'3ST302B24A'
United States,Davie,4131 Sw 47th Ave,CGMP Deviations: Recall initiated as a precautionary measure due to a potential risk of product contamination with the bacteria B. cepacia.,Suite 1403,"5,928 bottles","Lot #: 25291601, Exp 03/18",20160927,Nationwide,FL,"Ninjacof (chlophedianol HCl and pyrilamine maleate) Liquid, 12.5 mg/12.5 mg in each 5 mL, 16 fl oz (473 mL) bottle, Manufactured for: Centurion Labs, LLC, Birmingham, AL  35243, NDC 23359-032-16.",20161005,Class II,Pharmatech LLC,D-1521-2016,Letter,74874,,,20160808,33314-4026,Voluntary: Firm initiated,Ongoing,,,,,'part341','NINJACOF','CHLOPHEDIANOL HCL AND PYRILAMINE MALEATE',"'Centurion Labs, LLC'",'23359-032','ORAL',"'CHLOPHEDIANOL HYDROCHLORIDE', 'PYRILAMINE MALEATE'","'1593749', '1593756'",'b686f7d7-8d48-6b7e-e053-2a95a90a251c','e2bca40f-9c27-ec8b-2ff0-ef9847ba2037',"'23359-032-16', '23359-032-10', '23359-032-04'",True,nan,nan,nan,"'69QQ58998Y', 'R35D29L3ZA'"
United States,Largo,7265 Ulmerton Rd,CGMP Deviations: Purified water used to manufacture the drug products may have been contaminated with Burkholderia cepacia.,,"12,059 unit  dose cups","Lot No. 428700 (Exp. 11/17), 409500 (Exp. 06/17)",20170202,Nationwide,FL,"Phenytoin Oral Suspension, USP 100 mg/ 4 mL, 50 unit dose cups of 4 mL per case., Rx only, Manufactured by VistaPharm, Largo, FL 33771, NDC No. 66689-036-50.",20170208,Class II,"VistaPharm, Inc.",D-0460-2017,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",75650,,,20170118,33771-4809,Voluntary: Firm initiated,Ongoing,,"['Cytochrome P450 1A2 Inducers [MoA]', 'Cytochrome P450 2B6 Inducers [MoA]', 'Cytochrome P450 2C8 Inducers [MoA]', 'Cytochrome P450 2C19 Inducers [MoA]', 'Cytochrome P450 2D6 Inducers [MoA]', 'Cytochrome P450 3A Inducers [MoA]', 'Cytochrome P450 2C9 Inducers [MoA]']",['Decreased Central Nervous System Disorganized Electrical Activity [PE]'],,'ANDA040342','PHENYTOIN','PHENYTOIN',"'VistaPharm, Inc.'",'66689-036','ORAL','PHENYTOIN','1313112','5bc3dfe8-2676-4ca6-b6f4-902c6dac168a','85cc5cd9-695f-4a71-9275-e0099c505185',"'66689-036-01', '66689-036-50'",True,nan,"'N0000175753', 'N0000008486', 'N0000191266', 'N0000187064', 'N0000187063', 'N0000185607', 'N0000191267', 'N0000190118', 'N0000185507'",'Anti-epileptic Agent EPC','6158TKW0C5'
United States,Peapack,100 North Route 206,Failed Dissolution Specifications: Dissolution at 8 hour was out of specification at 12 month at 25 degree Celsius.,,"11,862 units","Lot #: 03216026A, Exp. 02/18",20170322,Nationwide within US,NJ,"Quillivant XR (methylphenidate HCl) for extended-release oral suspension, 750 mg/150 mL (25mg/5mL), Rx Only, Distributed by: NextWave Pharmaceuticals, Inc. A subsidiary of Pfizer Inc, New York, NY 10017  Manufactured by: Tris Pharma, Inc., Monmouth Junction, NJ 08852 (NDC 24478-205-25).",20170329,Class III,Pfizer Inc,D-0608-2017,Letter,76663,20190531,,20170307,07977,Voluntary: Firm initiated,Terminated,,,,,'NDA202100','QUILLIVANT','METHYLPHENIDATE HYDROCHLORIDE',"'NextWave Pharmaceuticals, Inc'","'24478-190', '24478-200', '24478-210', '24478-205'",'ORAL','METHYLPHENIDATE HYDROCHLORIDE',"'1312583', '1312589'",'3c243fb6-41ad-44b8-a644-1d5a9d3df322','e0157005-6e3e-4763-b910-9eb0937608c9',"'24478-190-10', '24478-200-20', '24478-210-30', '24478-205-25'",True,'0324478190101',nan,nan,'4B3SC438HI'
United States,Basking Ridge,150 Allen Rd Ste 102,"CGMP Deviations: FDA lab confirmed presence of an impurity, N-Methylnitrosobutyric acid (NMBA)  in the finished product above the interim acceptable daily intake level.",,"172,296 bottles","Count, lots, expiry: [30-count bottle] Lot BEF8D058,exp 11/30/2020 [90-count bottle] Lots BEF8D009, BEF8D010, BEF8D011, BEF8D012, BEF8D013,   BEF8D007, BEF8D008, exp 3/31/2020; Lots BEF8D023, BEF8D024, BEF8D025, BEF8D020, BEF8D021, BEF8D022, exp 4/30/2020; Lots BEF8D054, BEF8D055, BEF8D056, exp 10/31/2020; Lots BEF8D057, exp 11/30/2020",20190410,Nationwide USA and Puerto Rico,NJ,"Losartan Potassium / Hydrochlorothiazide Tablets, USP 100mg/12.5mg,  a) 30-count (NDC: 13668-117-30), b) 90-count (NDC: 13668-117-90) per bottle , Rx only, Manufactured by: Torrent Pharmaceuticals LTD, Indrad-382 721, Dist. Mehsana India.  For: Torrent Pharma, Inc, 150 Allen Road, Suite 102, Basking Ridge, NJ",20190417,Class II,Torrent Pharma Inc.,D-1118-2019,Letter,82585,,,20190228,07920-3856,Voluntary: Firm initiated,Ongoing,['Thiazides [CS]'],,['Increased Diuresis [PE]'],,'ANDA090528','LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE','LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE','Torrent Pharmaceuticals Limited',"'13668-116', '13668-117', '13668-118'",'ORAL',"'HYDROCHLOROTHIAZIDE', 'LOSARTAN POTASSIUM'","'979464', '979468', '979471'",'456b139b-951b-41ae-8af0-7b14797427db','bbd3ab1d-0b54-4051-9fb6-a3fc0ef3d4a5',"'13668-116-90', '13668-116-10', '13668-116-74', '13668-116-30', '13668-117-30', '13668-117-90', '13668-117-10', '13668-117-74', '13668-118-30', '13668-118-90', '13668-118-10', '13668-118-74'",True,'0000787000071',"'N0000175359', 'N0000175419', 'M0471776'",'Thiazide Diuretic EPC',"'3ST302B24A', '0J48LPH2TH'"
